,DrugBank ID,Drug name,UniProt ID,UniProt Name
373,DB00290,Bleomycin,P18858,DNA ligase 1
374,DB00290,Bleomycin,P49916,DNA ligase 3
375,DB00188,Bortezomib,P28074,Proteasome subunit beta type-5
376,DB00188,Bortezomib,P20618,Proteasome subunit beta type-1
377,DB00559,Bosentan,P24530,Endothelin B receptor
378,DB00559,Bosentan,P25101,Endothelin-1 receptor
379,DB00484,Brimonidine,P08913,Alpha-2A adrenergic receptor
380,DB00484,Brimonidine,P18825,Alpha-2C adrenergic receptor
381,DB00484,Brimonidine,P18089,Alpha-2B adrenergic receptor
382,DB01194,Brinzolamide,P00918,Carbonic anhydrase 2
383,DB01194,Brinzolamide,P00915,Carbonic anhydrase 1
384,DB01194,Brinzolamide,P22748,Carbonic anhydrase 4
385,DB01194,Brinzolamide,P35218,"Carbonic anhydrase 5A, mitochondrial"
386,DB01194,Brinzolamide,P07451,Carbonic anhydrase 3
387,DB00963,Bromfenac,P35354,Prostaglandin G/H synthase 2
388,DB00963,Bromfenac,P23219,Prostaglandin G/H synthase 1
389,DB01200,Bromocriptine,P14416,D(2) dopamine receptor
390,DB01200,Bromocriptine,P35462,D(3) dopamine receptor
391,DB01200,Bromocriptine,P28221,5-hydroxytryptamine receptor 1D
392,DB01200,Bromocriptine,P08913,Alpha-2A adrenergic receptor
393,DB01200,Bromocriptine,P08908,5-hydroxytryptamine receptor 1A
394,DB01200,Bromocriptine,P18825,Alpha-2C adrenergic receptor
395,DB01200,Bromocriptine,P18089,Alpha-2B adrenergic receptor
396,DB01200,Bromocriptine,P41595,5-hydroxytryptamine receptor 2B
397,DB01200,Bromocriptine,P21917,D(4) dopamine receptor
398,DB01200,Bromocriptine,P28223,5-hydroxytryptamine receptor 2A
399,DB01200,Bromocriptine,P28222,5-hydroxytryptamine receptor 1B
400,DB01200,Bromocriptine,P28335,5-hydroxytryptamine receptor 2C
401,DB01200,Bromocriptine,P21918,D(1B) dopamine receptor
402,DB01200,Bromocriptine,P21728,D(1A) dopamine receptor
403,DB01200,Bromocriptine,P35348,Alpha-1A adrenergic receptor
404,DB01200,Bromocriptine,P35368,Alpha-1B adrenergic receptor
405,DB01200,Bromocriptine,P25100,Alpha-1D adrenergic receptor
406,DB01200,Bromocriptine,P34969,5-hydroxytryptamine receptor 7
407,DB00354,Buclizine,P11229,Muscarinic acetylcholine receptor M1
408,DB00354,Buclizine,P35367,Histamine H1 receptor
409,DB01222,Budesonide,P04150,Glucocorticoid receptor
410,DB01222,Budesonide,P04083,Annexin A1
411,DB00887,Bumetanide,Q13621,Solute carrier family 12 member 1
412,DB00887,Bumetanide,P55011,Solute carrier family 12 member 2
413,DB00887,Bumetanide,Q9UP95,Solute carrier family 12 member 4
414,DB00887,Bumetanide,Q9H2X9,Solute carrier family 12 member 5
415,DB00887,Bumetanide,P13569,Cystic fibrosis transmembrane conductance regulator
416,DB00297,Bupivacaine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
417,DB00297,Bupivacaine,P34995,Prostaglandin E2 receptor EP1 subtype
418,DB00921,Buprenorphine,P41145,Kappa-type opioid receptor
419,DB00921,Buprenorphine,P35372,Mu-type opioid receptor
420,DB00921,Buprenorphine,P41143,Delta-type opioid receptor
421,DB00921,Buprenorphine,P41146,Nociceptin receptor
422,DB01156,Bupropion,Q01959,Sodium-dependent dopamine transporter
423,DB01156,Bupropion,P23975,Sodium-dependent noradrenaline transporter
424,DB01156,Bupropion,P32297,Neuronal acetylcholine receptor subunit alpha-3
425,DB01156,Bupropion,P46098,5-hydroxytryptamine receptor 3A
426,DB00490,Buspirone,P08908,5-hydroxytryptamine receptor 1A
427,DB00490,Buspirone,P14416,D(2) dopamine receptor
428,DB00490,Buspirone,P35462,D(3) dopamine receptor
429,DB00490,Buspirone,P21917,D(4) dopamine receptor
430,DB00490,Buspirone,P35348,Alpha-1A adrenergic receptor
431,DB00490,Buspirone,P35368,Alpha-1B adrenergic receptor
432,DB00490,Buspirone,P25100,Alpha-1D adrenergic receptor
433,DB00241,Butalbital,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
434,DB00241,Butalbital,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
435,DB00241,Butalbital,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
436,DB00241,Butalbital,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
437,DB00241,Butalbital,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
438,DB00241,Butalbital,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
439,DB00241,Butalbital,P43681,Neuronal acetylcholine receptor subunit alpha-4
440,DB00241,Butalbital,P36544,Neuronal acetylcholine receptor subunit alpha-7
441,DB00241,Butalbital,P42262,Glutamate receptor 2
442,DB00241,Butalbital,Q13002,"Glutamate receptor ionotropic, kainate 2"
443,DB00241,Butalbital,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
444,DB00241,Butalbital,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
445,DB00241,Butalbital,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
446,DB00241,Butalbital,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
447,DB00241,Butalbital,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
448,DB00241,Butalbital,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
449,DB00241,Butalbital,P18505,Gamma-aminobutyric acid receptor subunit beta-1
450,DB00241,Butalbital,P47870,Gamma-aminobutyric acid receptor subunit beta-2
451,DB00241,Butalbital,P28472,Gamma-aminobutyric acid receptor subunit beta-3
452,DB00241,Butalbital,O14764,Gamma-aminobutyric acid receptor subunit delta
453,DB00241,Butalbital,P78334,Gamma-aminobutyric acid receptor subunit epsilon
454,DB00241,Butalbital,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
455,DB00241,Butalbital,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
456,DB00241,Butalbital,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
457,DB00241,Butalbital,O00591,Gamma-aminobutyric acid receptor subunit pi
458,DB00241,Butalbital,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
459,DB00611,Butorphanol,P41145,Kappa-type opioid receptor
460,DB00611,Butorphanol,P41143,Delta-type opioid receptor
461,DB00611,Butorphanol,P35372,Mu-type opioid receptor
462,DB00248,Cabergoline,P14416,D(2) dopamine receptor
463,DB00248,Cabergoline,P41595,5-hydroxytryptamine receptor 2B
464,DB00248,Cabergoline,P35462,D(3) dopamine receptor
465,DB00248,Cabergoline,P28223,5-hydroxytryptamine receptor 2A
466,DB00248,Cabergoline,P18089,Alpha-2B adrenergic receptor
467,DB00248,Cabergoline,P28221,5-hydroxytryptamine receptor 1D
468,DB00248,Cabergoline,P21917,D(4) dopamine receptor
469,DB00248,Cabergoline,P08913,Alpha-2A adrenergic receptor
470,DB00248,Cabergoline,P08908,5-hydroxytryptamine receptor 1A
471,DB00248,Cabergoline,P18825,Alpha-2C adrenergic receptor
472,DB00248,Cabergoline,P21918,D(1B) dopamine receptor
473,DB00248,Cabergoline,P21728,D(1A) dopamine receptor
474,DB00248,Cabergoline,P28222,5-hydroxytryptamine receptor 1B
475,DB00248,Cabergoline,P28335,5-hydroxytryptamine receptor 2C
476,DB00248,Cabergoline,P34969,5-hydroxytryptamine receptor 7
477,DB00248,Cabergoline,P35348,Alpha-1A adrenergic receptor
478,DB00248,Cabergoline,P35368,Alpha-1B adrenergic receptor
479,DB00248,Cabergoline,P25100,Alpha-1D adrenergic receptor
480,DB00248,Cabergoline,P08588,Beta-1 adrenergic receptor
481,DB00248,Cabergoline,P07550,Beta-2 adrenergic receptor
482,DB00248,Cabergoline,P21728,D(1A) dopamine receptor
483,DB00248,Cabergoline,P21918,D(1B) dopamine receptor
484,DB00201,Caffeine,P30542,Adenosine receptor A1
485,DB00201,Caffeine,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
486,DB00201,Caffeine,P21817,Ryanodine receptor 1
487,DB00201,Caffeine,P29274,Adenosine receptor A2a
488,DB00201,Caffeine,P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"
489,DB00201,Caffeine,Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"
490,DB00201,Caffeine,Q14123,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"
491,DB00201,Caffeine,Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
492,DB00201,Caffeine,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
493,DB00201,Caffeine,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
494,DB00201,Caffeine,Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
495,DB00201,Caffeine,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
496,DB00201,Caffeine,Q9NP56,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B"
497,DB00201,Caffeine,O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase"
498,DB00201,Caffeine,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
499,DB00201,Caffeine,Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B"
500,DB00201,Caffeine,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
501,DB00201,Caffeine,P51160,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'"
502,DB00201,Caffeine,Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"
503,DB00201,Caffeine,Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A"
504,DB00201,Caffeine,O60658,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A"
505,DB00201,Caffeine,O95263,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B"
506,DB00201,Caffeine,O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A"
507,DB00201,Caffeine,P16499,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha"
508,DB00201,Caffeine,P35913,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta"
509,DB00201,Caffeine,P78527,DNA-dependent protein kinase catalytic subunit
510,DB00201,Caffeine,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
511,DB00201,Caffeine,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
512,DB00201,Caffeine,P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
513,DB00201,Caffeine,Q14643,"Inositol 1,4,5-trisphosphate receptor type 1"
514,DB00201,Caffeine,Q14571,"Inositol 1,4,5-trisphosphate receptor type 2"
515,DB00201,Caffeine,Q14573,"Inositol 1,4,5-trisphosphate receptor type 3"
516,DB00201,Caffeine,Q13315,Serine-protein kinase ATM
517,DB00201,Caffeine,P29275,Adenosine receptor A2b
518,DB00201,Caffeine,P0DMS8,Adenosine receptor A3
519,DB00201,Caffeine,Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"
520,DB00201,Caffeine,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
521,DB00201,Caffeine,Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B"
522,DB00201,Caffeine,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
523,DB00136,Calcitriol,P11473,Vitamin D3 receptor
524,DB00136,Calcitriol,P31260,Homeobox protein Hox-A10
525,DB13919,Candesartan,P30556,Type-1 angiotensin II receptor
526,DB01101,Capecitabine,P04818,Thymidylate synthase
527,DB01197,Captopril,P12821,Angiotensin-converting enzyme
528,DB01197,Captopril,P08253,72 kDa type IV collagenase
529,DB01197,Captopril,P14780,Matrix metalloproteinase-9
530,DB01197,Captopril,P09960,Leukotriene A-4 hydrolase
531,DB01197,Captopril,P46663,B1 bradykinin receptor
532,DB00564,Carbamazepine,P35498,Sodium channel protein type 1 subunit alpha
533,DB00564,Carbamazepine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
534,DB00564,Carbamazepine,Q9UI33,Sodium channel protein type 11 subunit alpha
535,DB00564,Carbamazepine,Q99250,Sodium channel protein type 2 subunit alpha
536,DB00564,Carbamazepine,Q9NY46,Sodium channel protein type 3 subunit alpha
537,DB00564,Carbamazepine,P35499,Sodium channel protein type 4 subunit alpha
538,DB00564,Carbamazepine,Q14524,Sodium channel protein type 5 subunit alpha
539,DB00564,Carbamazepine,Q01118,Sodium channel protein type 7 subunit alpha
540,DB00564,Carbamazepine,Q9UQD0,Sodium channel protein type 8 subunit alpha
541,DB00564,Carbamazepine,Q15858,Sodium channel protein type 9 subunit alpha
542,DB00564,Carbamazepine,P43681,Neuronal acetylcholine receptor subunit alpha-4
543,DB00564,Carbamazepine,O75469,Nuclear receptor subfamily 1 group I member 2
544,DB00190,Carbidopa,P20711,Aromatic-L-amino-acid decarboxylase
545,DB00262,Carmustine,P00390,"Glutathione reductase, mitochondrial"
546,DB00521,Carteolol,P08588,Beta-1 adrenergic receptor
547,DB00521,Carteolol,P07550,Beta-2 adrenergic receptor
548,DB01136,Carvedilol,P08588,Beta-1 adrenergic receptor
549,DB01136,Carvedilol,P35348,Alpha-1A adrenergic receptor
550,DB01136,Carvedilol,O95298,NADH dehydrogenase [ubiquinone] 1 subunit C2
551,DB01136,Carvedilol,P07550,Beta-2 adrenergic receptor
552,DB01136,Carvedilol,P15692,Vascular endothelial growth factor A
553,DB01136,Carvedilol,P16860,Natriuretic peptides B
554,DB01136,Carvedilol,P17302,Gap junction alpha-1 protein
555,DB01136,Carvedilol,Q12809,Potassium voltage-gated channel subfamily H member 2
556,DB01136,Carvedilol,P19320,Vascular cell adhesion protein 1
557,DB01136,Carvedilol,P25100,Alpha-1D adrenergic receptor
558,DB01136,Carvedilol,P35368,Alpha-1B adrenergic receptor
559,DB01136,Carvedilol,P18825,Alpha-2C adrenergic receptor
560,DB01136,Carvedilol,P18089,Alpha-2B adrenergic receptor
561,DB01136,Carvedilol,P08913,Alpha-2A adrenergic receptor
562,DB01136,Carvedilol,P16581,E-selectin
563,DB01136,Carvedilol,Q16665,Hypoxia-inducible factor 1-alpha
564,DB01136,Carvedilol,P48050,Inward rectifier potassium channel 4
565,DB01136,Carvedilol,P63252,Inward rectifier potassium channel 2
566,DB01136,Carvedilol,P35348,Alpha-1A adrenergic receptor
567,DB01136,Carvedilol,P35368,Alpha-1B adrenergic receptor
568,DB01136,Carvedilol,P25100,Alpha-1D adrenergic receptor
569,DB01327,Cefazolin,P02918,Penicillin-binding protein 1A
570,DB01327,Cefazolin,P02919,Penicillin-binding protein 1B
571,DB01327,Cefazolin,P76577,Penicillin-binding protein 1C
572,DB01327,Cefazolin,P0AD65,Penicillin-binding protein 2
573,DB01327,Cefazolin,P0AD68,Peptidoglycan synthase FtsI
574,DB01327,Cefazolin,P27169,Serum paraoxonase/arylesterase 1
575,DB01327,Cefazolin,P40933,Interleukin-15
576,DB01327,Cefazolin,P60568,Interleukin-2
577,DB00535,Cefdinir,P08149,Penicillin-binding protein 2
578,DB00535,Cefdinir,Q60FT7,PBP3
579,DB00535,Cefdinir,P05164,Myeloperoxidase
580,DB00482,Celecoxib,P35354,Prostaglandin G/H synthase 2
581,DB00482,Celecoxib,O15530,3-phosphoinositide-dependent protein kinase 1
582,DB00482,Celecoxib,P00918,Carbonic anhydrase 2
583,DB00482,Celecoxib,P07451,Carbonic anhydrase 3
584,DB00482,Celecoxib,H3BUU9,Cadherin-11
585,DB00475,Chlordiazepoxide,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
586,DB00475,Chlordiazepoxide,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
587,DB00475,Chlordiazepoxide,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
588,DB00475,Chlordiazepoxide,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
589,DB00475,Chlordiazepoxide,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
590,DB00475,Chlordiazepoxide,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
591,DB00475,Chlordiazepoxide,P18505,Gamma-aminobutyric acid receptor subunit beta-1
592,DB00475,Chlordiazepoxide,P47870,Gamma-aminobutyric acid receptor subunit beta-2
593,DB00475,Chlordiazepoxide,P28472,Gamma-aminobutyric acid receptor subunit beta-3
594,DB00475,Chlordiazepoxide,O14764,Gamma-aminobutyric acid receptor subunit delta
595,DB00475,Chlordiazepoxide,P78334,Gamma-aminobutyric acid receptor subunit epsilon
596,DB00475,Chlordiazepoxide,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
597,DB00475,Chlordiazepoxide,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
598,DB00475,Chlordiazepoxide,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
599,DB00475,Chlordiazepoxide,O00591,Gamma-aminobutyric acid receptor subunit pi
600,DB00475,Chlordiazepoxide,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
601,DB00475,Chlordiazepoxide,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
602,DB00475,Chlordiazepoxide,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
603,DB00475,Chlordiazepoxide,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
604,DB00475,Chlordiazepoxide,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
605,DB00475,Chlordiazepoxide,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
606,DB00475,Chlordiazepoxide,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
607,DB00475,Chlordiazepoxide,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
608,DB01161,Chloroprocaine,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
609,DB01161,Chloroprocaine,Q01959,Sodium-dependent dopamine transporter
610,DB00608,Chloroquine,P01375,Tumor necrosis factor
611,DB00608,Chloroquine,P09210,Glutathione S-transferase A2
612,DB00608,Chloroquine,Q9NR96,Toll-like receptor 9
613,DB00608,Chloroquine,Q8MU52,Glutathione S-transferase
614,DB00608,Chloroquine,P09429,High mobility group protein B1
615,DB00608,Chloroquine,P09488,Glutathione S-transferase Mu 1
616,DB00608,Chloroquine,Q9BYF1,Angiotensin-converting enzyme 2
617,DB00880,Chlorothiazide,P00915,Carbonic anhydrase 1
618,DB00880,Chlorothiazide,P00918,Carbonic anhydrase 2
619,DB00880,Chlorothiazide,P55017,Solute carrier family 12 member 3
620,DB00477,Chlorpromazine,P14416,D(2) dopamine receptor
621,DB00477,Chlorpromazine,P21728,D(1A) dopamine receptor
622,DB00477,Chlorpromazine,P08908,5-hydroxytryptamine receptor 1A
623,DB00477,Chlorpromazine,P28223,5-hydroxytryptamine receptor 2A
624,DB00477,Chlorpromazine,P35348,Alpha-1A adrenergic receptor
625,DB00477,Chlorpromazine,P35368,Alpha-1B adrenergic receptor
626,DB00477,Chlorpromazine,P35367,Histamine H1 receptor
627,DB00477,Chlorpromazine,Q12809,Potassium voltage-gated channel subfamily H member 2
628,DB00477,Chlorpromazine,P21728,D(1A) dopamine receptor
629,DB00477,Chlorpromazine,P21918,D(1B) dopamine receptor
630,DB00477,Chlorpromazine,P35462,D(3) dopamine receptor
631,DB00477,Chlorpromazine,P21917,D(4) dopamine receptor
632,DB00477,Chlorpromazine,P21918,D(1B) dopamine receptor
633,DB00477,Chlorpromazine,P28335,5-hydroxytryptamine receptor 2C
634,DB00477,Chlorpromazine,P28223,5-hydroxytryptamine receptor 2A
635,DB00477,Chlorpromazine,P41595,5-hydroxytryptamine receptor 2B
636,DB00477,Chlorpromazine,P28335,5-hydroxytryptamine receptor 2C
637,DB00477,Chlorpromazine,P35348,Alpha-1A adrenergic receptor
638,DB00477,Chlorpromazine,P35368,Alpha-1B adrenergic receptor
639,DB00477,Chlorpromazine,P25100,Alpha-1D adrenergic receptor
640,DB00477,Chlorpromazine,P08913,Alpha-2A adrenergic receptor
641,DB00477,Chlorpromazine,P18089,Alpha-2B adrenergic receptor
642,DB00477,Chlorpromazine,P18825,Alpha-2C adrenergic receptor
643,DB00477,Chlorpromazine,P11229,Muscarinic acetylcholine receptor M1
644,DB00477,Chlorpromazine,P20309,Muscarinic acetylcholine receptor M3
645,DB00477,Chlorpromazine,P17405,Sphingomyelin phosphodiesterase
646,DB00477,Chlorpromazine,P0DP23,Calmodulin
647,DB00477,Chlorpromazine,P02763,Alpha-1-acid glycoprotein 1
648,DB00477,Chlorpromazine,P19652,Alpha-1-acid glycoprotein 2
649,DB00477,Chlorpromazine,P50406,5-hydroxytryptamine receptor 6
650,DB00477,Chlorpromazine,P34969,5-hydroxytryptamine receptor 7
651,DB00477,Chlorpromazine,Q9H3N8,Histamine H4 receptor
652,DB00672,Chlorpropamide,Q09428,ATP-binding cassette sub-family C member 8
653,DB00310,Chlorthalidone,Q13621,Solute carrier family 12 member 1
654,DB00310,Chlorthalidone,P00915,Carbonic anhydrase 1
655,DB00356,Chlorzoxazone,Q12791,Calcium-activated potassium channel subunit alpha-1
